canonical_product_id,product,canonical_url,source_type,accessed_at,http_status,source_file
ali-huda,Ali Huda,https://apps.apple.com/us/developer/ali-huda-inc/id583712793,app_store,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
muslim-kids-tv,Muslim Kids TV,https://www.muslimkids.tv/,product,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
muslim-kids-tv,Muslim Kids TV,https://help.muslimkids.tv/hc/en-us/articles/35566460267668-Plans-and-Pricing,documentation,2026-09-11,403,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
muslim-kids-tv,Muslim Kids TV,https://help.muslimkids.tv/hc/en-us/articles/35566128101268-What-is-Muslim-Kids-TV,documentation,2026-09-11,403,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
muslim-kids-tv,Muslim Kids TV,https://resources.muslimkids.tv/wp-content/uploads/2023/05/MuslimKidsTV-School-Background-2023.pdf,product,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
muslimkids-tv,MuslimKids.TV,https://www.muslimkids.tv/,product,2026-09-11,200,tool/build_competitor_landscape.mjs
deenee,Deenee,https://deeneeapp.com/,product,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
deenee,Deenee,https://deeneeapp.com/privacy-policy/,policy,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
noor-ul-huda,Noor Ul Huda,https://www.hudalabs.app/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv
muslimquiz,muslimquiz,https://play.google.com/store/apps/details?id=com.muslimquiz.muslim_quiz_v1,app_store,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv
al-hafiz,Al-Hafiz,https://play.google.com/store/apps/details?id=com.alhafiz.quran.athan,app_store,2026-09-11,200,docs/research/competitors/direct-quran-ai-competitors-2026-09-11.csv
qaf-school,Qaf School,https://www.qaf.app/en,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
qaf-school,Qaf School,https://www.qaf.app/en/features/mobile-apps,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
qaf-school,Qaf School,https://www.qaf.app/legal/terms,policy,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
niyyah-kids,Niyyah Kids,https://www.niyyahkids.com/,product,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv
miraj-stories,Miraj Stories,https://mirajstories.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
miraj-stories,Miraj Stories,https://www.mirajstories.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
miraj-stories,Miraj Stories,https://www.mirajstories.com/faq/,documentation,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
miraj-stories,Miraj Stories,https://www.mirajstories.com/children-privacy-policy/,policy,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
miraj-stories,Miraj Stories,https://www.mirajstories.com/about-miraj/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
noortrails,NoorTrails,https://noorinitiative.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv
noortrails,NoorTrails,https://noor-trails.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv
seekersguidance-academy,SeekersGuidance Academy,https://academy.seekersguidance.org/,product,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
seekersguidance-academy,SeekersGuidance Academy,https://seekersguidance.org/answers/general-counsel/what-is-the-belief-and-approach-of-seekersguidance-and-its-online-islamic-courses/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
seekersguidance-academy,SeekersGuidance Academy,https://seekersguidance.org/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
seekersguidance-academy,SeekersGuidance Academy,https://academy.seekersguidance.org/?redirect=0&track=odc,product,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
seekersguidance-academy,SeekersGuidance Academy,https://seekersguidance.org/islamic-scholars-fund/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/islamic-gamified-learning-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
cambridge-muslim-college-online,Cambridge Muslim College Online,https://www.cambridgemuslimcollege.ac.uk/onlinelearning,product,2026-09-11,200,tool/build_competitor_landscape.mjs
athan-by-islamicfinder,Athan by IslamicFinder,https://apps.apple.com/us/app/athan-prayer-times-dua-azkar/id505858403,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
athan-by-islamicfinder,Athan by IslamicFinder,https://www.islamicfinder.org/privacypolicy/,policy,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
athan-by-islamicfinder,Athan by IslamicFinder,https://apps.apple.com/us/app/athan-prayer-times-al-quran/id505858403,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
athan-by-islamicfinder,Athan by IslamicFinder,https://www.islamicfinder.org/,product,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
athan-by-islamicfinder,Athan by IslamicFinder,https://apps.apple.com/us/app/athan-prayer-times-al-quran/id505858403?see-all=reviews,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
deen-islamic,Deen Islamic,https://apps.apple.com/us/app/deen-quran-hadith-prayer-time/id6504724978,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
muslim-app-formerly-muslim-assistant,Muslim App (formerly Muslim Assistant),https://apps.apple.com/us/app/muslim-app-azan-qibla-quran/id1137963102,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
muslim-app-formerly-muslim-assistant,Muslim App (formerly Muslim Assistant),https://muslimapp.com/,product,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
muslims-day,Muslims Day,https://apps.apple.com/us/app/muslims-day-quran-prayer-times/id1613431376,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
quran-muslim,Quran Muslim,https://apps.apple.com/us/app/quran-muslim/id6768216843,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
ummah-guide,Ummah Guide,https://apps.apple.com/us/app/ummah-guide-muslim-prayer-app/id6760240389,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
athan-islamicfinder,Athan / IslamicFinder,https://www.islamicfinder.org/news/how-athan-is-changing-the-way-muslims-connect/,product,2026-09-11,200,docs/research/competitors/competitive-growth-switching-2026-09-11.csv
athan-islamicfinder,Athan / IslamicFinder,https://www.islamicfinder.org/privacypolicy/,policy,2026-09-11,200,docs/research/competitors/competitive-growth-switching-2026-09-11.csv
everyday-muslim,Everyday Muslim,https://apps.apple.com/us/app/everyday-muslim-islamic-app/id1546578729,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
everyday-muslim,Everyday Muslim,https://everydaymuslim.app/,product,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
islam-iq,Islam IQ,https://apps.apple.com/bz/app/islam-iq-quiz-learn-quran/id6760637065,app_store,2026-09-11,200,docs/research/competitors/islamic-gamified-learning-2026-09-11.csv
athan,Athan,https://www.islamicfinder.org/athan/,product,2026-09-11,200,tool/build_competitor_landscape.mjs
noor-world,Noor World,https://noorworld.com/,product,2026-09-11,200,tool/build_competitor_landscape.mjs
busuu,Busuu,https://www.busuu.com/en/course/learn-arabic-online,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
busuu,Busuu,https://help.busuu.com/hc/en-gb/articles/16526383831569-What-is-a-Placement-Test,documentation,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
busuu,Busuu,https://www.busuu.com/en/english/personalized-study-plan-busuu-premium,pricing,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
busuu,Busuu,https://business.busuu.com/hubfs/Admin%20Portal/Learners%20-%20self-paced%20learning%20and%201_1%20and%20group%20Live%20Lessons.pdf,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
busuu,Busuu,https://help.busuu.com/hc/fr/articles/16722928943377-Comment-envoyer-mes-exercices-%C3%A0-la-communaut%C3%A9,documentation,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
busuu,Busuu,https://help.busuu.com/hc/de/articles/16498048476305-Was-ist-ein-Schutzschild-und-wie-kann-ich-es-nutzen,documentation,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
busuu,Busuu,https://apps.apple.com/us/app/busuu-language-learning-app/id379968583,app_store,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
busuu,Busuu,https://www.busuu.com/en/terms/,policy,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://blog.duolingo.com/how-we-learn-how-you-learn/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://blog.duolingo.com/spaced-repetition-for-learning/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://www.duolingo.com/course/ar/en/Learn-Arabic,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://investors.duolingo.com/static-files/f19d76fb-dee4-4f13-96ae-138ebfd0f2d3,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://blog.duolingo.com/friends-social-features/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://blog.duolingo.com/plus-family-plan/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://blog.duolingo.com/tips-for-maintaining-streak/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://blog.duolingo.com/putting-in-work-the-habit-of-language-learning/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://apps.apple.com/us/app/duolingo-language-lessons/id570060128,app_store,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
duolingo,Duolingo,https://apps.apple.com/us/app/busuu-language-learning-app/id379968583,app_store,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
mango-languages,Mango Languages,https://mangolanguages.com/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
mango-languages,Mango Languages,https://www.mangolanguages.com/k12/reporting,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
mango-languages,Mango Languages,https://mangolanguages.com/wp-content/uploads/2022/12/Mango-Languages-Mango-Classroom-Overview.pdf,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
memrise,Memrise,https://www.memrise.com/about,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
memrise,Memrise,https://www.memrise.com/blog/changes-to-the-memrise-app,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
memrise,Memrise,https://www.memrise.com/privacy,policy,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
memrise,Memrise,https://www.memrise.com/es-mx/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
memrise,Memrise,https://app.memrise.com/payment/plans/en-us,pricing,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
memrise,Memrise,https://memrise.zendesk.com/hc/en-us/articles/360015973598-What-are-Streaks-and-how-do-they-work,product,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
memrise,Memrise,https://apps.apple.com/us/app/memrise-language-learning-app/id635966718,app_store,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
memrise,Memrise,https://apps.apple.com/us/app/memrise-language-learning-app/id635966718?see-all=reviews,app_store,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv | docs/research/competitors/competitor-pricing-packaging-2026-09-11.csv | docs/research/competitors/competitor-review-painpoints-2026-09-11.csv
rosetta-stone,Rosetta Stone,https://support.rosettastone.com/using-without-speech-feature/,documentation,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
rosetta-stone,Rosetta Stone,https://support.rosettastone.com/audio-companion-faq/,documentation,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
rosetta-stone,Rosetta Stone,https://www.rosettastone.com/radiorental,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
rosetta-stone,Rosetta Stone,https://support.rosettastone.com/sapphire-learning-path/,documentation,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
lingoda,Lingoda,https://www.lingoda.com/en/placement-tests/,product,2026-09-11,200,docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
lingoda,Lingoda,https://www.lingoda.com/en/english/,product,2026-09-11,200,docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv
riwaq-al-quran,Riwaq Al Quran,https://riwaqalquran.com/courses/recitation-with-tajweed,product,2026-09-11,403,tool/build_competitor_landscape.mjs | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
riwaq-al-quran,Riwaq Al Quran,https://riwaqalquran.com/quran-for-kids/,product,2026-09-11,403,tool/build_competitor_landscape.mjs | docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
quran-mobasher,Quran Mobasher,https://apps.maknon.org.sa/quran-mobasher,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/direct-quran-ai-competitors-2026-09-11.csv
quran-mobasher,Quran Mobasher,https://play.google.com/store/apps/details?id=maknoon.student,app_store,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/direct-quran-ai-competitors-2026-09-11.csv
firdaws-academy,Firdaws Academy,https://firdawsacademy.com/,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
firdaws-academy,Firdaws Academy,https://firdawsacademy.com/new-academy-portal/,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
firdaws-academy,Firdaws Academy,https://firdawsacademy.com/terms-and-conditions-of-firdaws-academy/,policy,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
firdaws-academy,Firdaws Academy,https://portal.firdawsacademy.com/login,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
studio-arabiya,Studio Arabiya,https://studioarabiya.com/home/,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
studio-arabiya,Studio Arabiya,https://support.studioarabiya.com/portal/en/kb/articles/courses-that-we-offer,documentation,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
ummah-hub,Ummah Hub,https://apps.apple.com/us/app/ummah-hub/id6745749060,app_store,2026-09-11,200,docs/research/competitors/islamic-superapps-2026-09-11.csv
khan-academy,Khan Academy,https://support.khanacademy.org/hc/en-us/articles/115002552631-How-does-Khan-Academy-s-Mastery-system-work,documentation,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
khan-academy,Khan Academy,https://support.khanacademy.org/hc/en-us/articles/360007253831-Using-self-paced-practice-and-Mastery-in-the-classroom,documentation,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
khan-academy,Khan Academy,https://www.khanacademy.org/khan-for-educators/teacher-toolbox/getting-started-teacher-training-us/implementation-strategies-us/classroom-strategies/a/using-khan-academy-for-personalized-practice-and-mastery,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
khan-academy,Khan Academy,https://blog.khanacademy.org/meet-the-new-khan-academy-classroom-experience/,product,2026-09-11,200,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
khan-academy,Khan Academy,https://support.khanacademy.org/hc/en-us/articles/360031129891-What-reporting-options-are-available-on-Khan-Academy-for-teachers-to-track-student-performance,documentation,2026-09-11,403,docs/research/agents/product-pedagogy-expansion-2026-09-11.csv | docs/research/competitors/edtech-growth-mechanics-2026-09-11.csv | docs/research/competitors/competitive-growth-switching-2026-09-11.csv
ayaquest,AyaQuest,https://ayaquest.ai/,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
ayaquest,AyaQuest,https://ayaquest.ai/parents,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
ayaquest,AyaQuest,https://ayaquest.ai/faq,documentation,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
ayaquest,AyaQuest,https://ayaquest.ai/for-madrasahs,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
ayaquest,AyaQuest,https://ayaquest.ai/quran-app-without-ads,product,2026-09-11,200,docs/research/competitors/kids-family-new-muslim-2026-09-11.csv
jawhar,Jawhar,https://play.google.com/store/apps/details?id=com.alphafoundr.jawhar,app_store,2026-09-11,200,docs/research/competitors/direct-quran-ai-competitors-2026-09-11.csv
