"url","title","categories","reuse_notes","source_files"
"https://www.amauacademy.com/pages/manfst","Our Mission","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.amauacademy.com/pages/plans","Plans","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.amauacademy.com/pages/pricing","AMAU Academy","Quranic Arabic; research-reference","https://www.amauacademy.com/pages/pricing","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.amauacademy.com/pages/terms","Terms of Use","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.awqaf.gov.ae/?lang=en","UAE Awqaf","","No reuse grant located","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.awqaf.gov.ae/assets/servicesguide/ServicesGuide-EN.pdf","UAE Awqaf","","Reference only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.bayyinahtv.com/index","Bayyinah TV","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.busuu.com/en/course/learn-arabic-online","Busuu","MSA app; research-reference","https://www.busuu.com/en/terms","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.busuu.com/en/premium-plans","Busuu","MSA app; research-reference","https://www.busuu.com/en/terms","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.busuu.com/en/terms","Busuu","MSA app; research-reference","https://www.busuu.com/en/terms","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.cambridgemuslimcollege.ac.uk/onlinelearning","Cambridge Muslim College Online Learning","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.cambridgemuslimcollege.ac.uk/programmes/isba","BA (Hons) in Islamic Studies","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.coursera.org/about/terms","Khalifa University and Coursera","MOOC","https://www.coursera.org/about/terms","agents/muslingo_course_source_table_2026-09-10.csv"
"https://www.coursera.org/learn/arabic-for-beginners-1-arabic-alphabet-and-phonology","Khalifa University and Coursera","MOOC; research-reference","https://www.coursera.org/about/terms","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.duolingo.com/course/ar/en/Learn-Arabic","Duolingo","MSA app; research-reference","https://www.duolingo.com/terms","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.duolingo.com/terms","Duolingo","MSA app","https://www.duolingo.com/terms","agents/muslingo_course_source_table_2026-09-10.csv"
"https://www.getquranic.com/home","product home","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.getquranic.com/landing-page","learning approach","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.getquranic.com/learners","Quranic","Quranic Arabic; research-reference","https://www.getquranic.com/terms/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.getquranic.com/pricing","Pricing","Quranic Arabic; research-reference","https://www.getquranic.com/terms/","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.getquranic.com/terms","Quranic","Quranic Arabic; research-reference","https://www.getquranic.com/terms/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.iconetwork.com/about-ico","About ICO","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.iconetwork.com/international-curricula-journey-achievements","A Journey of Achievements","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.iconetwork.com/product-category/islamic-studies","International Curricula Organization (ICO)","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.iconetwork.com/product/islamic-studies-grades-6-teachers-manual","Grade 6 Teacher’s Manual","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.iconetwork.com/quote","Request for Price Quotation","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.lqtoronto.com/audio.html","Official lesson-by-lesson audio archive","research-reference","","agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.lqtoronto.com/downloads.html","LQToronto","Classical and Quranic; research-reference","https://www.lqtoronto.com/talkingarabic.html","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.lqtoronto.com/talkingarabic.html","LQToronto","Classical and Quranic; research-reference","https://www.lqtoronto.com/talkingarabic.html","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.lqtoronto.com/videodlmac.html","LQToronto","Classical and Quranic; research-reference","https://www.lqtoronto.com/talkingarabic.html","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.memrise.com/about","About Memrise","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.memrise.com/ar","Official localized plans page","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.memrise.com/blog/changes-to-the-memrise-app","Changes to the Memrise app","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.memrise.com/blog/how-to-remember-vocabulary-long-term","How to remember vocabulary long term","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.memrise.com/blog/new-progress-tracking-for-language-learning","New progress tracking for language learning","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.memrise.com/en/learn-arabic","Learn Arabic Language with Memrise","arabic-language; research-reference","Reference pedagogy only","agents/muslingo-competitive-pedagogy-2026-09-10.md; islamic-source-metadata-2026-09-10.json"
"https://www.mp3quran.net/ar/api/2","MP3Quran","","Recording-level check advised","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.mp3quran.net/eng","MP3Quran","","Reference/streaming","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.mp3quran.net/eng/contact-us","MP3Quran","","Seek written commercial/offline confirmation","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.open.edu/openlearn/education-development/introduction-arabic","Open University OpenLearn","Open course; research-reference","https://www.open.edu/openlearn/education-development/introduction-arabic/altformat-printable","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.open.edu/openlearn/education-development/introduction-arabic/altformat-printable","Open University OpenLearn","Open course; research-reference","https://www.open.edu/openlearn/education-development/introduction-arabic/altformat-printable","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.qalam.institute/online-class-recordings","class recordings","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.qalam.institute/quran-intensive","Qur’an Intensive","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.qalam.institute/ramadan-resources","Ramadan Resources","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.qalam.institute/seerah-intensive","Seerah Intensive","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.qalam.institute/terms-conditions","Terms & Conditions","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.qalaminstitute.org/seerah","Qalam Seerah","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.quranly.app/","Quranly - The world","habit; research-reference","Proprietary; Reference product behavior only","agents/muslingo-competitive-pedagogy-2026-09-10.md; agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://www.quranly.app/blog/quran-recitation-busy-life","Quran recitation in a busy life","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.quranly.app/blog/quranly-everything-you-need-to-know","Everything you need to know","research-reference","","agents/muslingo-competitive-pedagogy-2026-09-10.md"
"https://www.safaracademy.org/curriculum","Safar Publications","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://www.spa.gov.sa/en/N2087650","Saudi Press Agency","","Reference only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.youtube.com/@Arabic101","Arabic 101","video-tajwid","Embed/link under YouTube terms; do not download or repackage; Official player only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv; islamic-source-metadata-2026-09-10.json"
"https://www.youtube.com/@bayyinah","Nouman Ali Khan - Official - Bayyinah","video-quranic-arabic","Embed/link under YouTube terms; do not download or repackage","islamic-source-metadata-2026-09-10.json"
"https://www.youtube.com/@LearnQuranicArabic","LearnQuranicArabic","video-quranic-arabic","Embed/link under YouTube terms; do not download or repackage","islamic-source-metadata-2026-09-10.json"
"https://www.youtube.com/@QuranRevolution","Quran Flow","","Official player + product terms","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.youtube.com/@understandquran","Understand Al-Quran","","Official player + academy terms","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.youtube.com/@yaqeeninstituteofficial","Yaqeen Institute","video-islamic-studies","Embed/link under YouTube terms; do not download or repackage","islamic-source-metadata-2026-09-10.json"
"https://www.youtube.com/playlist?list=PL6TlMIZ5ylgrtqN60yWKuS6xvPDUx6cNZ","Arabic101","Official playlist; research-reference","https://store.arabic101.org/85landing/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.youtube.com/playlist?list=PLutdSTmJ7bAKZdXPAjG3-T7OuByMRYa6z","Bayyinah","Official playlist; research-reference","https://bayyinah.com/terms-and-conditions/","agents/muslingo_course_source_table_2026-09-10.csv; agents/muslingo_quranic_arabic_course_research_2026-09-10.md"
"https://www.youtube.com/t/terms","YouTube","","No copying/downloading absent permission","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://www.youtube.com/watch?v=5g6QS67UsmQ","Learn Arabic Alphabet by Madinah Arabic","video-arabic","Embed/link under YouTube terms; do not download or repackage","islamic-source-metadata-2026-09-10.json"
"https://yaqeeninstitute.org/about-us/our-commitment-to-scholarly-rigor","Our Commitment to Scholarly Rigor","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://yaqeeninstitute.org/curriculum","Islamic Curriculum | Yaqeen Institute for Islamic Research","islamic-studies; research-reference","Proprietary teaching material; license or partnership required","agents/muslingo-islamic-studies-curricula-research.md; islamic-source-metadata-2026-09-10.json"
"https://youtube.com/playlist?list=PLjMqEsi-8yLmZRhOZWwVYCOnvV57dHmYU","Tarteel AI","","Official player only","agents/muslingo_quran_tajwid_sources_2026-09-10.csv"
"https://zad-academy.com/en","Zad Academy","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://zad-academy.com/en/about","Mission & Vision","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://zad-academy.com/en/curriculum","curriculum","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://zad-academy.com/en/faculty-members","Faculty Members","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://zad-academy.com/en/register","Registration","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://zad-academy.com/en/zad-books","Zad Knowledge Series","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
"https://zad-books.com/en/wAnDRPy","The Zad Academy Series—English Edition, All Four Levels","research-reference","","agents/muslingo-islamic-studies-curricula-research.md"
